State,City/Location Name,Full Address,Phone Number
Texas (TX),Chisholm Trail Ranch,"5601 McPherson Blvd, 								Fort Worth, TX 76123",(817) 297-4664
Texas (TX),Cibolo,"885 Cibolo Valley Drive, 								Cibolo, TX 78108",(210) 300-2700
Texas (TX),Cinco Ranch,"23860 Westheimer Pkwy, 								Katy, TX 77494",(281) 395-1114
Texas (TX),City Base Landing,"3214 SE Military Dr, 								San Antonio, TX 78223",(210) 337-9333
Texas (TX),CityLine,"1400 E Renner Rd, 								Richardson, TX 75082",(972) 665-7064
Texas (TX),Cityview,"4913 Bryant Irvin Rd, 								Fort Worth, TX 76132",(817) 423-8806
Texas (TX),Cleburne [TX],"801 W Henderson St, 								Cleburne, TX 76033",(682) 317-1040
Texas (TX),Cockrell Hill Drive-Thru Only,"1535 N Cockrell Hill Rd, 								Dallas, TX 75211",(214) 331-2400
Texas (TX),Coit & Spring Creek,"6240 Coit Rd, 								Plano, TX 75023",(972) 769-8147
Texas (TX),College Street,"3825 College St, 								Beaumont, TX 77701",(409) 835-8114
Texas (TX),Colleyville Blvd & Main,"5150 Colleyville Blvd, 								Colleyville, TX 76034",(817) 897-2287
Texas (TX),Cook Children's Medical Center,"801 7th Ave, 								Fort Worth, TX 76104",(682) 885-6342
Texas (TX),Copperas Cove,"202 Robert Griffin III Blvd, 								Copperas Cove, TX 76522",(254) 542-1411
Texas (TX),Copperfield,"8440 Highway 6 N, 								Houston, TX 77095",(281) 550-9205
Texas (TX),Corsicana [TX],"1903 S US Highway 287, 								Corsicana, TX 75110",(430) 222-3171
Texas (TX),Crosby,"14041 FM 2100 Rd, 								Crosby, TX 77532",(281) 369-1016
Texas (TX),Cross Roads,"11851 US Highway 380, 								Crossroads, TX 76227",(940) 365-2727
Texas (TX),Custer & 121,"8700 State Highway 121, 								McKinney, TX 75070",(972) 396-0100
Texas (TX),Cypress Towne Lake,"9823 Barker Cypress Rd, 								Cypress, TX 77433",(281) 758-1240
Texas (TX),Dallas Baptist University,"3000 Mountain Creek Pkwy, 								Dallas, TX 75211",(214) 333-5546
Texas (TX),Dallas Love Field,"8008 Cedar Springs Rd, 								Dallas, TX 75235",(214) 301-7514
Texas (TX),Dallas/Fort Worth Intl Airport (DFW) - Terminal C,"International Parkway, 								Dfw Airport, TX 75261",(972) 973-7752
Texas (TX),Dallas/Fort Worth Intl Airport (DFW) - Terminal E,"International Parkway, 								Dfw Airport, TX 75261",(972) 973-6430
Texas (TX),Dallas/Fort Worth Intl Airport (DFW) -Terminal D,"International Parkway, 								Dfw Airport, TX 75261",(972) 973-4489
Texas (TX),Debbie Ln & Matlock Rd,"1570 E Debbie Ln, 								Mansfield, TX 76063",(817) 717-2633
Texas (TX),Deer Park,"9101 Spencer Hwy, 								La Porte, TX 77571",(281) 476-9599
Texas (TX),Deerbrook Mall,"20131 Highway 59 N Ste 2106, 								Humble, TX 77338",(281) 446-4255
Texas (TX),Del Rio,"2207 Veterans Blvd, 								Del Rio, TX 78840",(830) 775-2902
Texas (TX),Denison [TX],"2801 W FM 120, 								Denison, TX 75020",(903) 465-1615
Texas (TX),Denton Towne Crossing,"1711 S Loop 288, 								Denton, TX 76205",(940) 382-8149
Texas (TX),Desert Blvd.,"6450 N Desert Blvd, 								El Paso, TX 79912",(915) 581-2645
Texas (TX),DeSoto,"616 W. Belt Line Rd, 								DeSoto, TX 75115",(214) 306-8050
Texas (TX),DeZavala Road,"5189 De Zavala Rd, 								San Antonio, TX 78249",(210) 699-6100
Texas (TX),Dixieland Road (TX),"1021 Dixieland Rd, 								Harlingen, TX 78552",(956) 365-3833
Texas (TX),Dowlen Road,"4050 Dowlen Rd, 								Beaumont, TX 77706",(409) 347-4800
Texas (TX),Eagle Pass,"635 S Bibb Ave, 								Eagle Pass, TX 78852",(830) 335-2012
Texas (TX),East Alief,"6840 W Sam Houston Pkwy S, 								Houston, TX 77072",(281) 498-7800
Texas (TX),East Longview,"507 E Loop 281, 								Longview, TX 75605",(903) 663-6631
Texas (TX),East Pearland,"1512 Broadway St, 								Pearland, TX 77581",(281) 992-9600
Texas (TX),East Texas Baptist University,"1 Tiger Dr, 								Marshall, TX 75670",(903) 934-8147
Texas (TX),Eastlake Marketplace,"12141 Eastlake Blvd, 								El Paso, TX 79928",(915) 249-6144
Texas (TX),Edinburg,"1360 W University Dr, 								Edinburg, TX 78539",(956) 287-0805
Texas (TX),El Dorado Boulevard,"18323 Gulf Fwy, 								Webster, TX 77598",(281) 488-1112
Texas (TX),Eldorado & Ridge,"6201 Eldorado Pkwy, 								McKinney, TX 75070",(972) 369-0770
Texas (TX),Eldorado & Tollway,"5211 Eldorado Pkwy, 								Frisco, TX 75033",(214) 387-9887
Texas (TX),Elm St In-Line,"1401 Elm St Ste 220, 								Dallas, TX 75202",(214) 748-4520
Texas (TX),Elyson,"22159 FM 529 Rd, 								Katy, TX 77493",(281) 347-0039
Texas (TX),Ennis,"390 N Interstate Highway 45, 								Ennis, TX 75119",(972) 875-3452
Texas (TX),Everhart,"4741 S Padre Island Dr, 								Corpus Christi, TX 78411",(361) 851-2135
Texas (TX),ExxonMobil,"22777 Springwoods Village Pkwy, 								Spring, TX 77389",(281) 832-7286
Texas (TX),Fairfield Towne Center,"28644 Highway 290, 								Cypress, TX 77433",(281) 256-7120
Texas (TX),Fairmont Parkway,"5104 Fairmont Pkwy, 								Pasadena, TX 77505",(281) 998-2300
Texas (TX),First Colony Mall,"16535 Southwest Fwy, 								Sugar Land, TX 77479",(281) 494-2500
Texas (TX),Flour Bluff,"9601 S Padre Island Dr, 								Corpus Christi, TX 78418",(361) 504-0611
Texas (TX),FM 620 North,"13229 Ranch Road 620 N, 								Austin, TX 78717",(512) 258-0441
Texas (TX),Forney,"900 E US Highway 80, 								Forney, TX 75126",(972) 564-3665
Texas (TX),Forum Shopping Center,"8371 Agora Pkwy, 								Selma, TX 78154",(210) 945-2000
Texas (TX),Founders Square,"2001 Long Prairie Rd, 								Flower Mound, TX 75022",(972) 691-5988
Texas (TX),Four Points,"7710 N FM 620 Rd Unit 9, 								Austin, TX 78726",(512) 219-9082
Texas (TX),Frankford Road,"4523 Frankford Rd, 								Dallas, TX 75287",(972) 327-3460
Texas (TX),Franklin Avenue,"4310 Franklin Ave, 								Waco, TX 76710",(254) 776-5668
Texas (TX),Friendswood (TX),"1757 S Friendswood Dr, 								Friendswood, TX 77546",(832) 569-2259
Texas (TX),Frisco Lakes,"7979 FM 423, 								Frisco, TX 75036",(469) 362-3930
Texas (TX),Fry Road,"10802 Fry Rd, 								Cypress, TX 77433",(832) 529-1661
Texas (TX),Gainesville (TX),"1001 W Highway 82, 								Gainesville, TX 76240",(940) 427-1306
Texas (TX),Galleria I,"5015 Westheimer Rd Ste 1330, 								Houston, TX 77056",(713) 840-8810
Texas (TX),Gates Of Prosper,"1091 S Preston Rd, 								Prosper, TX 75078",(972) 433-1202
Texas (TX),Georgetown,"1031 W University Ave, 								Georgetown, TX 78628",(512) 930-4884
Texas (TX),Georgia Street,"2525 S Georgia St, 								Amarillo, TX 79109",(806) 358-8055
Texas (TX),Gleannloch Village,"8510 Spring Cypress Rd, 								Spring, TX 77379",(281) 251-0996
Texas (TX),Granbury,"1011 E US Highway 377, 								Granbury, TX 76048",(817) 573-4424
Texas (TX),Grand Parkway North,"3195 Riley Fuzzel Rd, 								Spring, TX 77386",(281) 864-1001
Texas (TX),Grapevine Mills,"2255 E Grapevine Mills Cir, 								Grapevine, TX 76051",(972) 539-6543
Texas (TX),Great Oaks,"113 Deer Ridge Dr., 								Round Rock, TX 78681",(512) 541-7015
Texas (TX),Greatwood,"20010 Southwest Fwy, 								Sugar Land, TX 77479",(281) 342-7800
Texas (TX),Greenville In-Line DT,"3130 Interstate Highway 30, 								Greenville, TX 75402",(903) 494-5720
Texas (TX),Groves [TX],"5100 W Parkway St, 								Groves, TX 77619",(409) 962-5634
Texas (TX),Hampton & I-20,"2429 W Wheatland Rd, 								Dallas, TX 75237",(972) 296-4090
Texas (TX),Harker Heights (TX),"201 E Central Texas Expy, 								Harker Heights, TX 76548",(254) 690-2171
Texas (TX),Harry Hines & Medical District,"4860 Harry Hines Blvd, 								Dallas, TX 75235",(972) 439-1569
Texas (TX),Hawks Creek,"6650 Westworth Blvd, 								Westworth Village, TX 76114",(817) 735-8225
Texas (TX),Heights Corner,"3200 Hulen St, 								Fort Worth, TX 76107",(817) 737-4904
Texas (TX),Henderson [TX],"2416 US Highway 79 S, 								Henderson, TX 75654",(430) 243-3447
Texas (TX),Hendrick Medical Center,"1900 Pine St, 								Abilene, TX 79601",(325) 670-3099
Texas (TX),Heritage Towne Crossing,"3003 State Highway 121, 								Euless, TX 76039",(817) 354-5654
Texas (TX),Highland Lakes,"2105 N US Highway 281, 								Marble Falls, TX 78654",(830) 693-7777
Texas (TX),Highland Meadows,"11809 E Northwest Hwy, 								Dallas, TX 75218",(469) 389-2330
Texas (TX),Highlands Village Shopping Center,"3830 Troup Hwy, 								Tyler, TX 75703",(903) 561-2324
Texas (TX),Hillcrest & University In-Line,"6423 Hillcrest Ave, 								Dallas, TX 75205",(214) 599-9944
Texas (TX),Holcombe & Buffalo Speedway,"3101 W Holcombe Blvd, 								Houston, TX 77025",(713) 660-8200
Texas (TX),Houston Center,"1200 McKinney St Ste 363, 								Houston, TX 77010",(713) 650-8081
Texas (TX),Houston Christian University,"7502 Fondren Rd, 								Houston, TX 77074",
Texas (TX),Houston George Bush Inter'l Airport - Terminal A,"2800 N Terminal Rd, 								Houston, TX 77032",(281) 767-6180
Texas (TX),Houston George Bush Inter'l Airport - Terminal B,"2800 N Terminal Rd, 								Houston, TX 77032",(281) 233-7674
Texas (TX),Hudson Oaks,"98 Hudson Oaks Dr, 								Hudson Oaks, TX 76087",(682) 231-8800
Texas (TX),Huebner & Babcock,"5803 Babcock Rd, 								San Antonio, TX 78240",(210) 694-4553
Texas (TX),Hulen Mall,"4800 S Hulen St Ste 2105, 								Fort Worth, TX 76132",(817) 294-0094
Texas (TX),Humble,"19707 Highway 59 N, 								Humble, TX 77338",(281) 446-2331
Texas (TX),Huntsville (TX),"285 I-45 S., 								Huntsville, TX 77340",(936) 446-0453
Texas (TX),Hutto,"200 Ed Schmidt Blvd, 								Hutto, TX 78634",(512) 846-4093
Texas (TX),Hwy 151 & Military,"10203 W Military Dr, 								San Antonio, TX 78251",(210) 600-9984
Texas (TX),Hwy 183 & Central,"1850 Central Dr, 								Bedford, TX 76021",(682) 300-5357
Texas (TX),Hwy 191 at Faudree Road,"4109 Faudree Rd, 								Odessa, TX 79765",(432) 215-9029
Texas (TX),Hwy 211 & Potranco,"14521 Potranco Rd, 								San Antonio, TX 78245",(210) 939-6455
Texas (TX),Hwy 26 at Precinct Line,"767 Grapevine Hwy, 								Hurst, TX 76054",(817) 485-3337
Texas (TX),Hwy 380 & 75,"2011 W University Dr, 								Mckinney, TX 75071",(972) 569-8884
Texas (TX),Hwy 66 & Dalrock Rd,"8500 Lakeview Pkwy, 								Rowlett, TX 75088",(972) 373-1288
Texas (TX),Hwy 67 & Wintergreen,"300 W Highway 67, 								Duncanville, TX 75137",(972) 283-6647
Texas (TX),Hwy. 249 at West Road,"12935 State Highway 249, 								Houston, TX 77086",(281) 445-6177
Texas (TX),Hwy. 287 & Sublett,"4901 West Sublett Road, 								Arlington, TX 76017",(817) 563-4999
Texas (TX),Hwy. 290 & Jones Road,"17430 Northwest Fwy, 								Jersey Village, TX 77040",(713) 983-8348
Texas (TX),Hwy. 6 & Bellaire,"6895 Highway 6 S, 								Houston, TX 77083",(281) 568-0702
Texas (TX),Hwy. 6 at West Little York,"6175 Highway 6 N, 								Houston, TX 77084",(281) 855-9163
Texas (TX),Hwy. 96 & South Shore Blvd.,"2805 E League City Pkwy, 								League City, TX 77573",(281) 334-0426
Texas (TX),I-10 and Silber Road,"7660 Katy Fwy, 								Houston, TX 77024",(713) 686-8542
Texas (TX),I-10 and Uvalde,"13720 East Fwy, 								Houston, TX 77015",(713) 455-3760
Texas (TX),I-10 at John Martin Rd,"4053 East Fwy, 								Baytown, TX 77521",(281) 421-5087
Texas (TX),I-20 and Little Road,"4412 Little Rd, 								Arlington, TX 76016",(817) 483-0964
Texas (TX),I-35 at Aquarena Springs,"1433 N Interstate 35, 								San Marcos, TX 78666",(512) 392-0181
Texas (TX),I-35 at Wonder World Dr.,"2213 S Interstate 35, 								San Marcos, TX 78666",(512) 392-5771
Texas (TX),I-35/Ben White,"500 E Ben White Blvd, 								Austin, TX 78704",(512) 707-8119
Texas (TX),I-35/Parmer Lane,"12901 I-35 N Service Road Bldg 14, 								Austin, TX 78753",(512) 990-2424
Texas (TX),I-410 & Rigsby Ave,"2203 SE Loop 410, 								San Antonio, TX 78220",(210) 460-4690
Texas (TX),I-45 & Almeda,"10225 Almeda Genoa Rd, 								Houston, TX 77075",(713) 946-1800
Texas (TX),I-635 and MacArthur,"7850 N MacArthur Blvd, 								Irving, TX 75063",(972) 432-0101
Texas (TX),I-820 and Clifford,"9105 Clifford Street, 								White Settlement, TX 76108",(817) 246-2420
Texas (TX),Ingram Park,"6565 Ingram Rd, 								San Antonio, TX 78238",(210) 767-9193
Texas (TX),Ingram Park Mall (Inside),"6301 NW Loop 410 Ste VC9, 								San Antonio, TX 78238",(210) 684-6521
Texas (TX),Inwood Road,"12120 Inwood Rd, 								Dallas, TX 75244",(972) 404-4727
Texas (TX),Jacksonville [TX],"502 S Jackson St, 								Jacksonville, TX 75766",(903) 541-0330
Texas (TX),Jones Crossing,"1700 Harvey Mitchell Pkwy S, 								College Station, TX 77845",(979) 704-5598
Texas (TX),Justin Road,"2001 Justin Rd, 								Flower Mound, TX 75028",(972) 691-3999
Texas (TX),Katy Green,"19303 Katy Fwy, 								Houston, TX 77094",(281) 578-7171
Texas (TX),Katy Mills,"25601 Nelson Way, 								Katy, TX 77494",(281) 391-5544
Texas (TX),Keller,"1002 Keller Pkwy, 								Keller, TX 76248",(817) 562-5561
Texas (TX),Kemah,"321 Marina Bay Dr, 								Clear Lake Shores, TX 77565",(281) 535-1550
Texas (TX),Kemah Boardwalk,"215 Kipp Avenue, 								Kemah, TX 77565",
Texas (TX),Kensington Square,"4481 FM 2181, 								Corinth, TX 76210",(940) 498-1535
Texas (TX),Kerrville,"1060 Junction Hwy, 								Kerrville, TX 78028",(830) 257-6901
Texas (TX),Kilgore [TX],"916 N Kilgore St, 								Kilgore, TX 75662",(903) 983-0304
Texas (TX),Killeen,"1400 E Central Texas Expy, 								Killeen, TX 76541",(254) 680-5473
Texas (TX),Kingsville [TX],"2645 S US Highway 77, 								Kingsville, TX 78363",(361) 602-1050
Texas (TX),Kingwood,"4594 Kingwood Dr, 								Kingwood, TX 77345",(281) 359-2012
Texas (TX),Knickerbocker,"1609 Knickerbocker Rd, 								San Angelo, TX 76904",(325) 227-4055
Texas (TX),Kyle,"5289 Kyle Center Dr, 								Kyle, TX 78640",(512) 268-6741
Texas (TX),Kyle Crossing,"2211 Kohlers Crossing, 								Kyle, TX 78640",(512) 262-3325
Texas (TX),La Palmera Mall,"5488 S Padre Island Dr Ste 1014, 								Corpus Christi, TX 78411",(361) 991-3161
Texas (TX),La Plaza & South 10th Street,"1804 S 10th St, 								McAllen, TX 78503",(956) 928-1161
Texas (TX),Lake Conroe Parkway,"1321 W Davis St, 								Conroe, TX 77304",(936) 441-4480
Texas (TX),Lake Forest Dr & Hwy 380,"5001 W University Dr, 								McKinney, TX 75071",(469) 384-2440
Texas (TX),Lake Highlands In-Line DT,"6176 Retail Rd Ste 100, 								Dallas, TX 75231",(214) 890-7551
Texas (TX),Lake Houston,"19220 W Lake Houston Pkwy, 								Humble, TX 77346",(281) 852-9808
Texas (TX),Lake Jackson,"121 Highway 332 W # A, 								Lake Jackson, TX 77566",(979) 297-2595
Texas (TX),Lake Travis,"3600 Ranch Road 620 S Ste C, 								Bee Cave, TX 78738",(512) 263-5300
Texas (TX),Lake Woodlands Drive,"1660 Lake Woodlands Dr, 								The Woodlands, TX 77380",(281) 364-0475
Texas (TX),Lake Worth (TX),"6556 Lake Worth Blvd, 								Lake Worth, TX 76135",(817) 237-7779
Texas (TX),Lamar University,"211 Redbird Lane, 								Beaumont, TX 77710",(409) 880-7620
Texas (TX),Laredo,"5000 San Dario Ave, 								Laredo, TX 78041",(956) 729-1190
Texas (TX),Las Colinas,"5350 N MacArthur Blvd, 								Irving, TX 75038",(972) 550-0277
Texas (TX),LBJ & Midway,"12795 Midway Rd, 								Dallas, TX 75244",(972) 243-3309
Texas (TX),League City Towne Center,"1640 FM 646 Rd W, 								Dickinson, TX 77539",(281) 337-1898
Texas (TX),Leander,"1205 S Highway 183, 								Leander, TX 78641",(512) 528-0944
Texas (TX),Lebanon & Tollway,"5377 Dallas Pkwy, 								Frisco, TX 75034",(214) 705-1887
Texas (TX),Leon Springs,"24503 W Interstate 10, 								San Antonio, TX 78257",(210) 698-7066
Texas (TX),Lindale (TX),"13816 Highway 69 N, 								Tyler, TX 75706",(903) 266-0606
Texas (TX),Livingston [TX],"1821 US Highway 190 W, 								Livingston, TX 77351",(936) 339-0129
Texas (TX),Lockheed Martin,"1 Lockheed Blvd, 								Fort Worth, TX 76108",(817) 777-2013
Texas (TX),Loop 336 & N Frazier St.,"612 N Loop 336 W, 								Conroe, TX 77301",(936) 230-5450
Texas (TX),Loop 410 & Evers Rd,"5552 NW Loop 410, 								San Antonio, TX 78238",(210) 888-0419
Texas (TX),Louetta Crossing,"20608 Interstate 45, 								Spring, TX 77373",(281) 353-4336
Texas (TX),Louis Henna Blvd Drive-Thru Only,"110 Louis Henna Blvd, 								Round Rock, TX 78664",(512) 218-4884
Texas (TX),Love Field,"3040 W Mockingbird Ln, 								Dallas, TX 75235",(214) 736-3866
Texas (TX),Magnolia,"6543 FM 1488 Rd, 								Magnolia, TX 77354",(281) 356-1865
Texas (TX),Main & Houston In-Line DT,"106 E Houston St, 								San Antonio, TX 78205",(210) 319-4009
Texas (TX),Main & Kirby,"7900 Main St, 								Houston, TX 77025",(713) 395-3888
Texas (TX),Main Street,"1201 W Main St, 								Lewisville, TX 75067",(972) 353-3000
Texas (TX),Mall Del Norte,"5300 North I-35, Suite 171, 								Laredo, TX 78041",(956) 722-2328
Texas (TX),Mansfield,"800 N Walnut Creek Dr, 								Mansfield, TX 76063",(817) 473-2723
Texas (TX),Marbach at 410,"8221 Marbach Rd, 								San Antonio, TX 78227",(210) 673-2777
Texas (TX),Market at Springwoods Village,"2102 Spring Stuebner Rd, 								Spring, TX 77389",(281) 353-7500
Texas (TX),Marketplace at Bob Bullock,"1916 Bob Bullock Loop, 								Laredo, TX 78043",(956) 729-8846
Texas (TX),Marshall,"1400 East End Blvd. North, 								Marshall, TX 75670",(903) 202-2222
Texas (TX),Martin Luther King Drive-Thru Only,"503 W Martin Luther King Jr Blvd, 								Austin, TX 78701",(512) 473-8651
Texas (TX),Mason Road,"369 S Mason Rd, 								Katy, TX 77450",(281) 579-9460
Texas (TX),McCreless Marketplace,"4110 S New Braunfels Ave, 								San Antonio, TX 78223",(210) 531-2919
Texas (TX),Medical Center,"4715 Medical Dr, 								San Antonio, TX 78229",(210) 615-5293
Texas (TX),Memorial & Dairy Ashford,"753 Dairy Ashford Rd, 								Houston, TX 77079",(832) 770-4576
Texas (TX),Memorial City Mall,"303 Memorial City Ste 385, 								Houston, TX 77024",(713) 467-6862
Texas (TX),Mercedes [TX],"8007 E Expressway 83, 								Mercedes, TX 78570",(956) 903-4700
Texas (TX),Mesa Street & Remcon Circle,"7597 N Mesa St, 								El Paso, TX 79912",(915) 842-8553
Texas (TX),Mesquite,"1600 N Town East Blvd, 								Mesquite, TX 75150",(972) 686-0067
Texas (TX),Meyer Park Center,"9799 S Post Oak Rd, 								Houston, TX 77096",(713) 965-7444
Texas (TX),Meyerland Plaza,"5001 Beechnut St, 								Houston, TX 77096",(713) 839-7700
Texas (TX),Mid-County,"8701 Memorial Blvd, 								Port Arthur, TX 77640",(409) 722-4536
Texas (TX),Midland Drive,"4508 W Loop 250 N, 								Midland, TX 79707",(432) 697-5880
Texas (TX),Midland Park Mall,"4511 N Midkiff Rd Ste C19, 								Midland, TX 79705",(432) 695-6093
Texas (TX),Midlothian,"2010 FM 663, 								Midlothian, TX 76065",(972) 775-5713
Texas (TX),Midwestern State University,"3410 Taft Blvd, 								Wichita Falls, TX 76308",(940) 397-4803
Texas (TX),Missouri City,"6124 Highway 6, 								Missouri City, TX 77459",(281) 261-7100
Texas (TX),Montana Avenue at Joe Battle Blvd.,"12240 Montana Ave, 								El Paso, TX 79938",(915) 857-5001
Texas (TX),Montgomery Plaza,"549 Carroll St, 								Fort Worth, TX 76107",(817) 332-7111
Texas (TX),Morrison Road,"4325 N Expressway # 77, 								Brownsville, TX 78520",(956) 350-9488
Texas (TX),Morton Ranch,"2826 W Grand Pkwy N, 								Katy, TX 77449",(281) 347-0040
Texas (TX),Mount Pleasant [TX],"105 E 16th St, 								Mount Pleasant, TX 75455",(903) 202-0008
Texas (TX),Murphy,"117 E FM 544, 								Murphy, TX 75094",(972) 509-2700
Texas (TX),N. Loop 610 & Shepherd,"925 North Loop W, 								Houston, TX 77008",(713) 861-6701
Texas (TX),N. Tarrant Pkwy & Davis Blvd.,"9130 N Tarrant Pkwy, 								North Richland Hills, TX 76182",(817) 485-7400
Texas (TX),Nacogdoches,"2804 North St, 								Nacogdoches, TX 75965",(936) 462-8681
Texas (TX),Nassau Bay,"1900 Nasa Pkwy, 								Houston, TX 77058",(281) 333-0003
Texas (TX),North 31st Street,"114 N 31st St, 								Temple, TX 76504",(254) 771-2020
Texas (TX),North Abilene,"1750 State Highway 351, 								Abilene, TX 79601",(325) 776-8168
Texas (TX),North Beltline Road,"2525 N Belt Line Rd, 								Irving, TX 75062",(972) 252-6699
Texas (TX),North Collins Street,"1505 N Collins St, 								Arlington, TX 76011",(817) 548-7700
Texas (TX),North East Mall,"1101 Melbourne Rd Ste 2307, 								Hurst, TX 76053",(817) 595-4965
Texas (TX),North Garland Crossing,"5425 N George Bush Hwy, 								Garland, TX 75044",(972) 496-6918
Texas (TX),North Hills Crossing,"10721 Gateway South Blvd, 								El Paso, TX 79924",(915) 821-0624
Texas (TX),North Laredo,"2460 Monarch Dr, 								Laredo, TX 78045",(956) 764-0451
Texas (TX),North Mopac & Parmer Lane,"12501 N MO Pac Expy, 								Austin, TX 78758",(512) 977-0747
Texas (TX),North Rockwall,"1979 N Goliad St, 								Rockwall, TX 75087",(972) 722-7010
Texas (TX),North Star Mall,"7400 San Pedro Ave Ste 10, 								San Antonio, TX 78216",(210) 342-1196
Texas (TX),NorthPark Center,"8687 N Central Expy Ste 2386, 								Dallas, TX 75225",(214) 363-4627
Texas (TX),Northpark Drive,"195 Northpark Dr, 								Kingwood, TX 77339",(281) 577-1025
Texas (TX),Northway Center,"11011 Northwest Fwy, 								Houston, TX 77092",(713) 956-8000
Texas (TX),Northwest Crossing,"13240 Northwest Fwy, 								Houston, TX 77040",(713) 462-7698
Texas (TX),Northwoods,"18120 San Pedro Ave, 								San Antonio, TX 78232",(210) 495-7453
Texas (TX),NW Highway,"3820 W Northwest Hwy, 								Dallas, TX 75220",(214) 353-2266
Texas (TX),Odessa Town Center,"3805 E 42nd St, 								Odessa, TX 79762",(432) 550-7421
Texas (TX),One Allen Center,"500 Dallas St, 								Houston, TX 77002",(713) 659-3800
Texas (TX),Orange,"3130 N 16th St, 								Orange, TX 77630",(866) 771-6961
Texas (TX),Palestine [TX],"1940 S Loop 256, 								Palestine, TX 75801",(903) 922-7168
Texas (TX),Palm Valley Blvd,"2350 E Palm Valley Blvd, 								Round Rock, TX 78665",(512) 660-1018
Texas (TX),Palmhurst,"214 E Mile 3 Rd, 								Palmhurst, TX 78573",(956) 580-9991
Texas (TX),Paris [TX],"3420 Lamar Ave, 								Paris, TX 75460",(903) 224-3834
Texas (TX),Park Boulevard & Plano Parkway,"6408 W Plano Pkwy, 								Plano, TX 75093",(972) 781-1787
Texas (TX),Parkway Village,"13412 Briar Forest Dr, 								Houston, TX 77077",(281) 531-5503
Texas (TX),Pavilions North,"27 NE Loop 410, 								San Antonio, TX 78216",(210) 524-9084
Texas (TX),Pearland,"10105 Broadway St, 								Pearland, TX 77584",(713) 436-6700
Texas (TX),Pearland Parkway,"2660 Pearland Pkwy, 								Pearland, TX 77581",(281) 412-4977
Texas (TX),Penitas [TX],"2001 US-83, 								Penitas, TX 78576",(956) 391-2570
Texas (TX),Pennzoil Place,"711 Louisiana St Ste 100, 								Houston, TX 77002",(713) 505-1211
Texas (TX),Pflugerville,"18617 Limestone Commercial Dr, 								Pflugerville, TX 78660",(512) 251-4422
Texas (TX),Pharr,"2023 W Interstate 2, 								Pharr, TX 78577",(956) 283-1020
Texas (TX),Pioneer Parkway,"1225 W Pioneer Pkwy, 								Grand Prairie, TX 75051",(972) 602-6900
Texas (TX),Pipeline Road at Loop 820,"1475 W Pipeline Rd, 								Hurst, TX 76053",(682) 503-2400
Texas (TX),Plano Parkway,"300 W Plano Pkwy, 								Plano, TX 75075",(972) 578-9477
Texas (TX),Pleasure Pier,"2501 Seawall Blvd, 								Galveston, TX 77550",(409) 766-7819
Texas (TX),Portland (TX),"1125 US Highway 181, 								Portland, TX 78374",(361) 333-5311
Texas (TX),Potranco Road,"10634 Potranco Rd, 								San Antonio, TX 78251",(210) 520-5575
Texas (TX),Prairie View A&M University,"L.W. Minor Street, 								Prairie View, TX 77446",(936) 857-4326
Texas (TX),Presidio Towne Crossing,"2401 N Tarrant Pkwy, 								Fort Worth, TX 76177",(817) 232-7300
Texas (TX),Preston & Beltline,"14897 Preston Rd, 								Dallas, TX 75254",(972) 386-9774
Texas (TX),Preston & Park,"1909 Preston Rd, 								Plano, TX 75093",(972) 250-0420
Texas (TX),Preston Road & Hwy 121,"8501 Preston Road, 								Plano, TX 75024",(972) 668-4088
Texas (TX),Preston Road and Gary Burns,"8875 Preston Rd, 								Frisco, TX 75034",(214) 436-5419
Texas (TX),Prestonwood,"15235 Montfort Rd, 								Dallas, TX 75248",(972) 385-9449
Texas (TX),Raider Park,"312 University Ave, 								Lubbock, TX 79415",(806) 744-1564
Texas (TX),Rankin Hwy & Wolcott Ave,"2014 Rankin Hwy, 								Midland, TX 79701",(432) 425-3319
Texas (TX),Rayzor Ranch,"2410 W University Dr, 								Denton, TX 76201",(940) 597-6274
Texas (TX),Red Oak,"200 Sharaf Avenue, 								Red Oak, TX 75154",(972) 576-4804
Texas (TX),RedBird,"3502 W Camp Wisdom Rd, 								Dallas, TX 75237",(214) 736-3085
Texas (TX),RELO - Addison,"3790 Belt Line Rd, 								Addison, TX 75001",
Texas (TX),RELO - Hickory Creek,"3550 FM 2181, 								Hickory Creek, TX 75065",
Texas (TX),RELO - Park & Preston,"5040 W Park Blvd, 								Plano, TX 75093",
Texas (TX),Richardson,"603 S Plano Rd, 								Richardson, TX 75081",(972) 480-0090
Texas (TX),Richland Mall,"6001 W Waco Dr Ste 102, 								Waco, TX 76710",(254) 776-6739
Texas (TX),Ridge Road,"2835 Ridge Rd, 								Rockwall, TX 75032",(972) 772-4443
Texas (TX),Rio Grande City [TX],"4505 E US Hwy 83, 								Rio Grande City, TX 78582",(956) 848-8002
Texas (TX),Roanoke,"1300 N Highway 377, 								Roanoke, TX 76262",(817) 491-2955
Texas (TX),Rojas,"1335 N Zaragoza Rd, 								El Paso, TX 79936",(915) 857-5452
Texas (TX),Rolling Oaks Mall,"6909 N Loop 1604 E Ste 2072, 								San Antonio, TX 78247",(210) 651-6637
Texas (TX),Rosenberg,"24734 Southwest Fwy, 								Rosenberg, TX 77471",(832) 595-6800
